Title,Company,Experience,Location,Skills,Summary
Front Desk Officer,Freelancer N Gopalkrishna Hiring For Hotel Job,0 to 5 Yrs,Surat,"Skills :forms, mail, letter, records, packages","Keep front desk tidy and presentable with all necessary material (pens, forms, paper etc.) Greet and welcome guests Answer questions and address complaints Answer all incoming calls and redirect them"
Hiring For Airport Operation Assistant,Heart Consultancy Hiring For Airport Operation Assistant,0 to 4 Yrs,Surat,"Skills :good communication skills., excellent interpersonal skills","Ground Staff Officer Responsibilities include a full range of customer service functions. They assist passengers with tagging luggage and baggage check in, ticketing, makes and/or changes reservations, seat assignment, answers"
"PLC,scada Engineer walk in interview",Autosystem Hiring For Autosystem,0 to 4 Yrs,Surat,"Skills :design, communication, plc, automation, scada","Motion Systems - Stepper motor, servo motor, motion controller and data acquisition systems. Communication between automation devices. Process instrumentation. Site service support for automation. Vacancy:02 Venue: Company:Autosystem India. pooja HR"
HR Manager walk in Interview,Autosystem Hiring For Autosystem,0 to 4 Yrs,Surat,"Skills :gratuity, payroll, esic, bonus, excel","IT Recruitment, Selection and Retention Activities Coordinate and participate in recruitment and selection process including identifying selection criteria; developing questions and tests; screening applications; interviewing candidates in conjunction with hiring"
Civil engineering walk in Interview,Autosystem Hiring For Autosystem,0 to 4 Yrs,Surat,"Skills :construction, engineering, civil contract, civil engineering, site supervision",We need civil engineers with experience in gypsum plaster. Vehicle and English is a must. Should be willing to handle multiple sites. Vacancy:02 Venue: Company:Autosystem India. pooja HR 7249537493 7249537542
Electrical Engineer walk in Interview,Autosystem Hiring For Autosystem,0 to 4 Yrs,Surat,"Skills :electrical panel design, electrical machines, electrical installation, electrical system design, electrical engineer",Overall repairing of Plant and Pump. Database of repairing and material consumed. All reports will be maintained in excel sheet and same will be mailed on daily basis to management
"production, Quality walk in Interview",Autosystem Hiring For Autosystem,0 to 4 Yrs,Surat,"Skills :production, product life cycle management, process inspection, production engineering, quality engineering",- Production Engineer - Gap analysis - Production Management & Performance Report Submission - Operation & Quality Management - Team Management - Production and planing control - Stores management -
Electronics Engineering walk in interview,Autosystem Hiring For Autosystem,0 to 4 Yrs,Surat,"Skills :electronics, production, electronics telecommunications, pcb designing, telecommunication","Candidate should have knowledge for maintenances, automation Tools like - PLC , SCADA , HMI ,Design with good communication skills, Innovate bent of mind, Analytical and Problem solving. Vacancy:02 Venue:"
Store Logistics walk in Interview,Autosystem Hiring For Autosystem,0 to 4 Yrs,Surat,"Skills :stores, logistics, logistic regression, supply chain management, supply",-Inward/Outward -Material staging in place -Good in accountability for taking perfect stock - Maintain minimum stock - Preparing & maintain stock Records. Vacancy:02 Venue: Company:Autosystem India. pooja HR 7249537493 7249537542
Software Developers walk in Interview,Autosystem Hiring For Autosystem,0 to 4 Yrs,Surat,"Skills :asp.net, java, spring, php5, mysql","Handle problems or queries related to the software product. Troubleshooting and root cause analysis of product issues independently Keep yourself updated on Product knowledge Troubleshoot issues using Email, Phone, and"
Networking Engineering walk in Interview,Autosystem Hiring For Autosystem,0 to 4 Yrs,Surat,"Skills :routing, networking, windows, installation, switching","Configure and install various network devices and services (e.g., routers, switches, firewalls, load balancers, VPN, QoS) Perform network maintenance and system upgrades including service packs, patches, hot fixes and security"
Finance Accountant Walk In Interview,Autosystem Hiring For Autosystem,0 to 4 Yrs,Surat,"Skills :finance, accounting, sales tax, financial audit, financial systems",Need to verify and maintain the customer data and records in Excel Sheets Interact with customers over mail to get the missing details and update in the Excel Sheet Handle
Mechanical Automobile Engineering walk in interview,Autosystem Hiring For Autosystem,0 to 4 Yrs,Surat,"Skills :maintenance, mechanical, metal, plastic","liaising with suppliers undertaking relevant research producing and implementing designs and test procedures presenting designs to managers and clients testing, evaluating, modifying and re-testing products writing reports and documentation Vacancy:02"
Chemist pharmacist  walk in Interview,Autosystem Hiring For Autosystem,0 to 4 Yrs,Surat,"Skills :pharmacy, pharmacology, pharmaceuticals, pharmaceutical marketing","Looking for Faculty in all streams of Pharmacy viz Pharmaceutical Chemistry, Drug Regulatory Affairs, Quality Assurance, Pharmaceutics, Pharmacology and Pharmacognosy Vacancy:02 Venue: Company:Autosystem India. pooja HR 7249537493 7249537542 www.autosystem.co.in Note:"
Chemical Engineer walk in Interview,Autosystem Hiring For Autosystem,0 to 4 Yrs,Surat,"Skills :engineering, chemical sales, gas, alarms, chemical injection packages","Chemical engineers may specialize in the products and processes of a particular industry such as pulp and paper manufacturing, pharmaceuticals, petroleum refining, energy processing, plastics, metal extraction and refining, or"
Software Tester walk in interview,Autosystem Hiring For Autosystem,0 to 4 Yrs,Surat,"Skills :automation manual testing, testing phases, testing quality, test estimation, manual testing",1. Solve escalated calls and assess customers support needs and handle calls/direct calls accordingly 2. Be proficient in handling and usage of tools and procedures 3. Deliver and respond as
Relationship Manager- Equity,The Consulting Crew,3 to 5 Yrs,Surat,"Skills :c, ul, kyc, sales, demat",The Relationship Manager will be responsible for acquiring new clients Maintaining client / Channel partner relationships and generate revenue from CP and clients. Helping clients on their Investments and managing
Ast.Manager/Manager - Maintenance,IPMS Placements Private Limited,3 to 6 Yrs,Surat,"Skills :pumps, es, ammonia, maintenance, div","Monitoring and Controlling activity related to operation & maintenance of Refrigeration plant Ammonia compressors, Condensers, Cooling towers, Ammonia liquid pumps, Centrifugal pumps,Monitoring maintenance activity of cold stores, Canning plant.,"
Area Sales Executive (Modern Trade) - FMCG Company -Gujarat,PMS Consulting,4 to 9 Yrs,Surat,"Skills :marketing, deliverables, cpsr, australasia, sales",Work closely with MT Channel Partners Especially DMART and Sales Team to develop the markets Need travel across Gujrat/MPCG & ensure proper set up of process & ensure deliverables Responsible
Branch Manager - For Leading BANK - Baroda /Ahmedabad / Surat,PMS Consulting,6 to 11 Yrs,Surat,"Skills :casa, sales, retail, banking, broking","looking branch operation and Sales Responsibility Casa, Assets and investment sales Targets Different types facility premium of Debit card and credit card selling experience Time to time Give training about"
urgent hiring for ground staff Gujarat  Airport,FREELANCER MOHINI Hiring For Indigo airline,0 to 1 Yr,Surat,"Skills :fianacial service, ground staff, airport management, skills, admin aircraft maintenance","Dear Candidate, Greeting for the day! We are Hiring for the jobs for the position of Air Ticketing / Ground Staff / Cabin Crew / Maintenance Engineer Key Responsibilities Welcome"
urgent hiring for supervisor Gujarat  Airport,FREELANCER MOHINI Hiring For Indigo airline,0 to 1 Yr,Surat,"Skills :fianacial service, ground staff, airport management, skills, admin aircraft maintenance","Dear Candidate, Greeting for the day! We are Hiring for the jobs for the position of Air Ticketing / Ground Staff / Cabin Crew / Maintenance Engineer Key Responsibilities Welcome"
Jio Telecom Manufacturing Industry vacancy Open Apply here,Hr Solutions.. Hiring For Hr Solutions..,0 to 5 Yrs,Surat,"Skills :autocad, production, english, operations, office","We are Hiring candidates in Reliance Jio Telecom Company Salary Monthly Bases;-14,000/40000 Immediately contact Designation:- Supervisor. Store keeper. Senior supervisor ABM Responsibilities;-Supervision/maintenance Facilities;- Accommodation + Meal + Cab + Mobile"
Electrical Site Engineer,Sourcing Hiring For Sourcing,3 to 8 Yrs,Surat,"Skills :engineering, safety, management, maintenance, evaluation",We are looking for individuals that have the ability to think laterally and possess a sound understanding of engineering principles. Ideal candidates will be able to demonstrate strong interpersonal skills
