Title,Company,Qualifications,Description,Location
Operations manager,Safehands 24x7 services pvt ltd,B.Com,"Help
promote a company culture that encourages top performance and high morale.  Provide
inspired leadership for the organization...",Hubli-Dharwad
Marketing/Data Entry,Creazione services privet limited,12th Pass (HSE),"Location :Kolkata ,Siliguri.north,south Dinajpur ,googly,Howrah.north-south 24 persona, east-west Medinipur.
Male/Female both can apply.
...",Kolkata
Junior Software Developer,Apponext Systems & Technology LLP,BE/B.Tech,"Junior Software Developer*The role is responsible for designing,coding and modifying websites and products from layout to functions accordi...",Navi Mumbai
customer service associate,Dimplex Pvt Ltd,12th Pass (HSE),"We Are Authorized Airlines Service ProviderGROUND STAFF:Qualification- 10 th or 12th Pass & AboveAge- 18 Years to 28 YearsSalary- 16,00...",Delhi
Field Sales Executive,PL.A Groups,Diploma,A Groups - Madurai. Organizing sales visitsDemonstrating and presenting productsEstablishing new businessMaintaining accurate recordsAttendi...,Madurai
Electrical/Electronics Engineer,Technical Jobs India,Certificate Course (ITI),"we provide you with the 100 %  jobs in manufacturing industries, plastic industries, commissioning engineer, testing engineers, machin...",Anywhere in India
Helper,TK KUMARAN CRAFTS,Diploma,"HELPERS NEEDED AT FACTORY AND ALSO AT OUR OFFICE , OFFICE TIME 8.30 AM TO 8 PM FOR GENTS AND 6.30 FOR LADIES, DOING OF BRASS STATUES A...",Pondicherry
admin,Sri thiruppathy associate,Certificate Course (ITI),We need energetic person for our organisation... work is based on customers relationship and admin staff....We need 10 members for our...,Coimbatore
Teacher,Sirji Online,Certificate Course (ITI),Must know about e-tutor.- To deliver lectures properly.- Well versed with course.- Should be able to clear doubts of students.Require...,Delhi
Automation Engineer,Technical Jobs India,Certificate Course (ITI),"We hired the engineers for the jobs in Delhi NCR for BTech/diploma/ITI engineers  in reputed companies .sales and marketing, servicing...",Delhi
Field Sales Executive,PITCS,B.Arch,Sales Executive to help us build up our business activities. Sales Executive responsibilities include discovering and ...,Delhi
Customer Care Executive,Jora Bpo,B.Com,No Target No Sale | Customer Care | Voice Voice (Fresher Apply)Urgent Hiring for CCE Process in BPO (Business Process Outsourcing) We ...,Pune
Business Development Executive,Rao IIT Academy,Diploma,Urgent Opening for Business Development Executive/ Manager PositionJob Experience- 0 - 5 yrJob description & Responsibilities&nbsp...,Navi Mumbai
Web Developer,Vision plus,BE/B.Tech,"The role is responsible for designing, coding and modifying websites, from layout to function and according to a client's specifications.&n...",Kolkata
Telecaller,ICCS Ltd,12th Pass (HSE),Urgently looking to hire candidate with English Speaking skill. Fresher and experience both can apply.Location :NoidaCTC - 17000 Per m...,Noida
Android Developer,Cogniti Digital Solutions Pvt Ltd,BCA,"Ø Strong knowledge of Android SDK, different versions of Android
and how to deal with different screens.
Ø Good knowledge in XML, JSON, ...",Coimbatore
Guest/Part-Time Teacher,Gandhigram Rural Institute,M Phil / Ph.D,Guest/Part-Time Teacher recruitment in Gandhigram Rural Institute Department:  CooperationQualification : 1. M.Com...,Chennai
Accounts Management,AquGen Technologies Pvt.Ltd.,B.Com,"Ltd. - Delhi,Faridabad,Gurgaon. 1. Handle the account management team at AquGen Technologies and will assist the team in managing digital ac...",Delhi
Receptionist - Front Desk,Career guidance,Certificate Course (ITI),"OPENINGS IN 3 STAR HOTELROLE : FRONT OFFICE,TIME OFFICEQUALIFICATION : ANY DEGREESALARY : 8K  TO 10K FOR FRESHER HIKE FROM PREVIO...",Salem
Java developer,GIPG,Diploma,"1) Understand
the current application infrastructure and suggest changes to it.
2) Define
and document best practices and strategies regar...",Anywhere in India
Graphic Designer,GIPG,Diploma,"1) Meet with clients or the art
director to determine the scope of a project
2) Advise clients on strategies to reach a
particular audienc...",Anywhere in India
Sales Officer,Velate,B.Com,I have an urgent hiring for the many sales profiles in Jaipur location freshers can also apply with good communications. I have media ...,Jaipur
Business Development Executive,Aliens Developers Pvt. Ltd.,B.Com,"Ltd. - Hyderabad. Primary roles & responsibilities include: Lead generation from different sources like web, calling, events, reference...",Hyderabad
Business Development Executive,Sankhala Info Solutions,B.Com,Job SummaryOur growing company is in need of a Fresher and resourceful Business Development Executive (Female) to develop and implement gro...,Surat
Customer Care Executive,Allsec Technologies Ltd.,Any Graduate,"- Chennai. Hi,For Voice Process BPO on 12th, 13th and 14th August,
2019.Good communication in EnglishFluent in Telugu or Hindi or Malayalam...",Chennai
ACCOUNT ASSISTANT,KAKA PVC PROFILE PVT LTD,B.Com,To visit banks on daily basis for bank related workTo visit company consultant for all legal worksTo keep track of all cheque inward and ou...,Ahmedabad
Guest/Part-Time Teacher,Gandhigram Rural Institute,M Phil / Ph.D,Guest/Part-Time Teacher recruitment in Gandhigram Rural Institute Department:  MathematicsQualification : MSc Math...,Chennai
BPO process,Bluecloud placemenrt service,Other Graduate,"Hiring for BPO processqualification : any
degree ( without backlogs)salary: 10000 to 15000
+ incentivesjob type : full timeskills : basic
c...",Chennai
Process Associate,Climax BPM,B.Com,Climax BPM hiring is Call Center Executives for International Call Center at Jaipur Location.Job Details:Designation - Process AssociatesMo...,Jaipur
Web Designer,GIPG,Diploma,"1)Create web designs
2)Producing sample sites.
3)Meeting with clients to
discuss requirements and/or project progress.
4)Demonstrating a...",Anywhere in India
Content Writer,PRCC Career Makerz,Certificate Course (ITI),"Responsibilities
Excellent oral and written skills
Ability to review a product and associated documentation to create:
...",Chandigarh
Software Engineer,Tenacitics India Pvt Ltd,BCA,"We are building advanced, cloud-based enterprise FinTech and InsurTech Web and Mobile apps for the US and European markets. The apps will d...",Chennai
Chit Office Agent,Vvrs chits funds private ltd,Any Graduate,Insurance sales agents typically do the following:Call potential clients to expand their customer baseInterview prospective clients to get ...,Coimbatore
Customer Service Associate,Tech Mahindra,Diploma,Job Designation: Customer Service AssociateJob Roles & Responsibilities:Job Type: Full Time (Permanent).Answer calls/emails professiona...,Chandigarh
Staff Nurse,Health care,Diploma,THE SELECTED CANDIDATES ARE EXPECTED TO SERVE PATIENTS AT HOME ACROSS NORTH INDIA.WE NEED DEDICATED NURSING STAFF EITHER GNM OR BSC. W...,Mohali
Design Engineer,Trasccon Interconnection Systems Pvt Ltd,BE/B.Tech,Greetings from Trasccon Interconnection Systems Pvt Ltd.We are hiring 25 Design Engineer for Contract Role Position: Design EngineerEx...,Bangalore
Assistant Manager Sales,Poora.com,BE/B.Tech,"com - Delhi,Mumbai,Navi Mumbai. You will be
responsible for building and maintaining relationships with our customers, as
well as presenting...",Delhi
English Language Trainer,KOAK Education pvt. Ltd.,BA,"Ltd. - Noida. ·       
Planning,
preparing and delivering interactive lessons
·   &nbs...",Noida
Assistant Civil Engineer,SJK POWERGEN LTD,BE/B.Tech,"required fresher graduate for industrial work.
a civil engineer is responsible to carefully perform the tasks he/
she has been assign...",Anywhere in India
Business Development Executive,DesignArrow Pvt Ltd,Diploma,"Dear candidate, We are hiring for Kolkata Delhi Chennai Bangalore Pune Patna Lucknow Noida Kochi Salem Ahmedabad Chandigarh Indore Bho...",Anywhere in India
Office Assistant,Dynamic beneficial accord,Certificate Course (ITI),"Data entry, telecalling , office assistant,online sales,sales handling , sales and marketing, file management and receptionist , brand prom...",Amritsar
Mobilizer,Sri Siddhivinayak Skills,MSW,Mobilise category students from rural area of Latur and Osmanabad district for free training and placement prgram under DDUGKY  ...,Solapur
Assistant Professor Education,Aligarh Muslim University,MA,Local Advt. No.20Assistant Professor Education Job vacancy in Aligarh Muslim University (AMU) on contractual basisQualificat...,Aligarh
Software Developer,Edcite Learning Pvt. Ltd.,BCA,Ltd. - Bangalore. We are looking for full-time developers to help build and improve our product. The selected candidate will work on a...,Bangalore
Team member,Emertxe Information Technologies Pvt Ltd,B.Com,Team member : Inside sales and marketing team (JOB Code: BD002)Experience: 1-5 yearsQualification: BBA / BCOM / BE / MBA or any relevant ba...,Bangalore
Wordpress Developer,GMWARE,BE/B.Tech,"WordPress Developer will be responsible for both back-end and front-end development, including creating WordPress themes and plugins. ...",Mohali
Business Development Executive,GMWARE,BCA,We are looking for a Business Development Executive(BDM) to join our engineering teamResponsibilities and Duties:Experience in ha...,Mohali
IT Project Manager,GMWARE,BCA,"Developing project plans, goals, and budgets; identifying resources neededAssembling and coordinating project team members; assigning indiv...",Mohali
Python/django Developer,GMWARE,BCA,We are looking for a Python Developer to join our team.Responsibilities and DutiesGood knowledge of Python and Django.Very good unders...,Mohali
GIS/GPS Surveyor,Aligarh Muslim University,BE/B.Tech,"Advt.No.01/2019-20
GIS/GPS Surveyor Job vacancy in Aligarh Muslim University
(AMU)
Qualification : M.Sc. in Geology, Geography, Remote Se...",Aligarh
Office Work Coordinators,Kokki creation,10th Pass (SSC),We need boys for office work coordinators and engineers in Bangalore only huge incentivesif u want to earn more money than its right time f...,Bangalore
Team Member Business Development Executive,Emertxe Information Technologies Pvt Ltd,B.Com,Team Member : Business Development Executive (JOB Code: BD001)Experience: 1-5 yearsQualification: BBA / BCOM / BE / MBA or any relevant bac...,Bangalore
PHP Training Cum Internship,Softloft technologies,Diploma,PHP is easy to learn by any graduate.Even a startup company is using this technology.Competition is less.PHP is No 1 Technology with more ...,Coimbatore
Data Entry Operator for account,HMSU Rollers (India) Pvt Ltd,B.Com,Register with Teamlease to apply online for similar kind of Data Entry Operator for account jobs....,Ahmedabad
UI developer,Sunaina Management Consultancy,Diploma,A front-end web developer is responsible for implementing visual elements that users see and interact with in a web app...,Hyderabad
Specialists,ESIC Haryana,MD,"No.
133/A/2017-18/Rectt./Med./Vol.V/
Specialists  job opportunities in Employee’s State
Insurance Corporation (ESIC), Manesar...",Faridabad
Professional courier,Professional courier,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Professional courier jobs....,Delhi
Assistant Electrical Engineer,Navratna India Pvt Ltd,BE/B.Tech,"Required Experience, Skills to aims to deepen the
knowledge and skills of the company on the basic concepts and theories that
will equip yo...",Anywhere in India
Web Application Developer,Emertxe Information Technologies Pvt Ltd,BE/B.Tech,Web Application Developer (JOB Code : FEWD01)Job Description:The position of front-end web developer is to take up the responsibility of ma...,Bangalore
Assistant Professor Electronics Engg.,Aligarh Muslim University,BE/B.Tech,Jobs in Aligarh Muslim University - Aligarh. Local Advt.No.02/ELED 09/08/2019Assistant Professor Electronics Engg. Job vacancy in...,Aligarh
Business Development Executive,Group Futurista,Diploma,"1. Identify new business opportunities - including new markets, growth areas, trends, customers, products and services2. Seek out the appro...",Mumbai
Service Engineer,Snowwhite Water Solutions Pvt Ltd,Certificate Course (ITI),"- RO / WTP / ETP- Water treatment Plant Commissioning - RO Plant, STP, ETP plants.- Commission, Erection, Service- Training would be provid...",Chennai
Instructor Programming Languages,Emertxe Information Technologies Pvt Ltd,BE/B.Tech,Instructor – Programming Languages (Job Code IPL01)Job Description:The position of Instructor – Programming Languages is to take up the...,Bangalore
Marketing Interns,Aaum Research and Analytics,MBA/PGDM,"About the Internship: Selected intern's day-to-day responsibilities include:1. Collaborating with the marketing manager, internal teams, cl...",Chennai
Customer Care Executive,Populus flyers pvt. ltd.,Diploma,"ltd. - Pune. Responsible to handle Malayalam lang.Good in communication.Can handle Tamil, Malayalam, English calls.No target, No sales.Able...",Pune
Scientific Officer,ICRISAT,BSc,"Scientific Officer - DATA TECHNOLOGYICRISAT is seeking applications from candidates, who are dynamic and skilled database & software ex...",Hyderabad
Business Development,Youth power vision,Diploma,Need business distributers with zero investment Work. Online office work business process Role. Communication OfficerZe...,Vijayawada
